소상공인_상호명,소상공인_주소,소상공인_업종대분류,소상공인_업종중분류,소상공인_업종소분류,광고회사_이름,광고회사_주소,거리_km,거리기반_점수
허술한집,서울특별시 강서구 공항동 45-89,음식,분식,라면김밥분식,더트러스티스,서울특별시 강남구 압구정로4길 7 ,20.405,59.2
허술한집,서울특별시 강서구 공항동 45-89,음식,분식,라면김밥분식,한양기획,서울특별시 강남구 강남대로160길 16,20.471,59.1
허술한집,서울특별시 강서구 공항동 45-89,음식,분식,라면김밥분식,비플러스,서울특별시 강남구 강남대로156길 12,20.503,59.0
허술한집,서울특별시 강서구 공항동 45-89,음식,분식,라면김밥분식,애드크루즈,서울특별시 강남구 강남대로158길 19 ,20.491,59.0
허술한집,서울특별시 강서구 공항동 45-89,음식,분식,라면김밥분식,식회사 큐아이그룹,서울특별시 강남구 강남대로156길 14,20.517,59.0
허술한집,서울특별시 강서구 공항동 45-89,음식,분식,라면김밥분식,더리얼마케팅,서울특별시 강남구 압구정로10길 13 ,20.567,58.9
허술한집,서울특별시 강서구 공항동 45-89,음식,분식,라면김밥분식,투앤파트너스,서울특별시 강남구 강남대로156길 24 ,20.568,58.9
허술한집,서울특별시 강서구 공항동 45-89,음식,분식,라면김밥분식,코인사이드,서울특별시 강남구 강남대로162길 27-16,20.542,58.9
허술한집,서울특별시 강서구 공항동 45-89,음식,분식,라면김밥분식,브랜드테이크아웃,서울특별시 강남구 강남대로152길 14,20.563,58.9
허술한집,서울특별시 강서구 공항동 45-89,음식,분식,라면김밥분식,어썸메이크,서울특별시 강남구 강남대로146길 7 ,20.602,58.8
신풍유통,서울특별시 중구 봉래동2가 122,제조,식품가공/제조,종합식품제조,더트러스티스,서울특별시 강남구 압구정로4길 7 ,5.735,88.5
신풍유통,서울특별시 중구 봉래동2가 122,제조,식품가공/제조,종합식품제조,더리얼마케팅,서울특별시 강남구 압구정로10길 13 ,5.832,88.3
신풍유통,서울특별시 중구 봉래동2가 122,제조,식품가공/제조,종합식품제조,코인사이드,서울특별시 강남구 강남대로162길 27-16,5.897,88.2
신풍유통,서울특별시 중구 봉래동2가 122,제조,식품가공/제조,종합식품제조,한양기획,서울특별시 강남구 강남대로160길 16,5.952,88.1
신풍유통,서울특별시 중구 봉래동2가 122,제조,식품가공/제조,종합식품제조,애드크루즈,서울특별시 강남구 강남대로158길 19 ,5.974,88.1
신풍유통,서울특별시 중구 봉래동2가 122,제조,식품가공/제조,종합식품제조,비플러스,서울특별시 강남구 강남대로156길 12,6.057,87.9
신풍유통,서울특별시 중구 봉래동2가 122,제조,식품가공/제조,종합식품제조,미소다컴,서울특별시 강남구 압구정로28길 9-2 ,6.035,87.9
신풍유통,서울특별시 중구 봉래동2가 122,제조,식품가공/제조,종합식품제조,이니셔티브,서울특별시 강남구 언주로 727  ,6.063,87.9
신풍유통,서울특별시 중구 봉래동2가 122,제조,식품가공/제조,종합식품제조,포트폴리오,서울특별시 강남구 언주로 727 ,6.063,87.9
신풍유통,서울특별시 중구 봉래동2가 122,제조,식품가공/제조,종합식품제조,애드에이치큐,서울특별시 강남구 언주로 333 ,6.063,87.9
옛날한과,서울특별시 양천구 신월동 115-15,음식,제과제빵떡케익,떡/한과집,더트러스티스,서울특별시 강남구 압구정로4길 7 ,16.207,67.6
옛날한과,서울특별시 양천구 신월동 115-15,음식,제과제빵떡케익,떡/한과집,비플러스,서울특별시 강남구 강남대로156길 12,16.241,67.5
옛날한과,서울특별시 양천구 신월동 115-15,음식,제과제빵떡케익,떡/한과집,한양기획,서울특별시 강남구 강남대로160길 16,16.23,67.5
옛날한과,서울특별시 양천구 신월동 115-15,음식,제과제빵떡케익,떡/한과집,애드크루즈,서울특별시 강남구 강남대로158길 19 ,16.249,67.5
옛날한과,서울특별시 양천구 신월동 115-15,음식,제과제빵떡케익,떡/한과집,식회사 큐아이그룹,서울특별시 강남구 강남대로156길 14,16.256,67.5
옛날한과,서울특별시 양천구 신월동 115-15,음식,제과제빵떡케익,떡/한과집,투앤파트너스,서울특별시 강남구 강남대로156길 24 ,16.313,67.4
옛날한과,서울특별시 양천구 신월동 115-15,음식,제과제빵떡케익,떡/한과집,어썸메이크,서울특별시 강남구 강남대로146길 7 ,16.305,67.4
옛날한과,서울특별시 양천구 신월동 115-15,음식,제과제빵떡케익,떡/한과집,브랜드테이크아웃,서울특별시 강남구 강남대로152길 14,16.289,67.4
옛날한과,서울특별시 양천구 신월동 115-15,음식,제과제빵떡케익,떡/한과집,초코렛커뮤니케이션,서울특별시 강남구 강남대로154길 24 ,16.32,67.4
옛날한과,서울특별시 양천구 신월동 115-15,음식,제과제빵떡케익,떡/한과집,클리프커뮤니케이션,서울특별시 강남구 강남대로 578 ,16.333,67.3
서울연인단팥빵본점,서울특별시 강남구 역삼동 707-9,제조,식품가공/제조,빵/과자제조-종합,코래드,서울 강남구 역삼동 677-25 ,0.0,100.0
서울연인단팥빵본점,서울특별시 강남구 역삼동 707-9,제조,식품가공/제조,빵/과자제조-종합,에이엠에스미디어,서울 강남구 역삼동 746-22 ,0.0,100.0
서울연인단팥빵본점,서울특별시 강남구 역삼동 707-9,제조,식품가공/제조,빵/과자제조-종합,에프씨네트워크,서울 강남구 역삼동 666-15 ,0.0,100.0
서울연인단팥빵본점,서울특별시 강남구 역삼동 707-9,제조,식품가공/제조,빵/과자제조-종합,스포츠플러스,서울 강남구 역삼동 791-12,0.0,100.0
서울연인단팥빵본점,서울특별시 강남구 역삼동 707-9,제조,식품가공/제조,빵/과자제조-종합,어비즈,서울 강남구 역삼동 735-32 ,0.0,100.0
서울연인단팥빵본점,서울특별시 강남구 역삼동 707-9,제조,식품가공/제조,빵/과자제조-종합,메타커뮤니케이션즈,서울특별시 강남구 논현로86길 27 ,0.116,99.8
서울연인단팥빵본점,서울특별시 강남구 역삼동 707-9,제조,식품가공/제조,빵/과자제조-종합,크로스미디어,서울특별시 강남구 논현로86길 27,0.116,99.8
서울연인단팥빵본점,서울특별시 강남구 역삼동 707-9,제조,식품가공/제조,빵/과자제조-종합,웨일미디어,서울특별시 강남구 논현로86길 34 ,0.166,99.7
서울연인단팥빵본점,서울특별시 강남구 역삼동 707-9,제조,식품가공/제조,빵/과자제조-종합,벡터컴,서울특별시 강남구 논현로81길 12 ,0.221,99.6
서울연인단팥빵본점,서울특별시 강남구 역삼동 707-9,제조,식품가공/제조,빵/과자제조-종합,이지스커뮤니케이션즈,서울특별시 강남구 논현로81길 8,0.221,99.6
엔젤,서울특별시 중구 황학동 706-2,음식,유흥주점,호프/맥주,이니셔티브,서울특별시 강남구 언주로 727  ,3.797,92.4
엔젤,서울특별시 중구 황학동 706-2,음식,유흥주점,호프/맥주,포트폴리오,서울특별시 강남구 언주로 727 ,3.797,92.4
엔젤,서울특별시 중구 황학동 706-2,음식,유흥주점,호프/맥주,애드에이치큐,서울특별시 강남구 언주로 333 ,3.797,92.4
엔젤,서울특별시 중구 황학동 706-2,음식,유흥주점,호프/맥주,맥브레인즈,서울특별시 강남구 언주로 551 ,3.797,92.4
엔젤,서울특별시 중구 황학동 706-2,음식,유흥주점,호프/맥주,애드쿠아인터렉티브,서울특별시 강남구 언주로 637,4.391,91.2
엔젤,서울특별시 중구 황학동 706-2,음식,유흥주점,호프/맥주,넥스트미디어그룹,서울특별시 강남구 언주로 637  ,4.391,91.2
엔젤,서울특별시 중구 황학동 706-2,음식,유흥주점,호프/맥주,식회사 모비데이즈,서울특별시 강남구 언주로 417 ,4.391,91.2
엔젤,서울특별시 중구 황학동 706-2,음식,유흥주점,호프/맥주,미소다컴,서울특별시 강남구 압구정로28길 9-2 ,4.663,90.7
엔젤,서울특별시 중구 황학동 706-2,음식,유흥주점,호프/맥주,지니스커뮤니케이션,서울특별시 강남구 언주로170길 8 ,4.642,90.7
엔젤,서울특별시 중구 황학동 706-2,음식,유흥주점,호프/맥주,제이케이컨텐츠미디어그룹,서울특별시 강남구 언주로172길 53,4.724,90.6
하루식품,서울특별시 중구 충무로1가 52-5,소매,음/식료품소매,식료품점,이니셔티브,서울특별시 강남구 언주로 727  ,5.39,89.2
하루식품,서울특별시 중구 충무로1가 52-5,소매,음/식료품소매,식료품점,포트폴리오,서울특별시 강남구 언주로 727 ,5.39,89.2
하루식품,서울특별시 중구 충무로1가 52-5,소매,음/식료품소매,식료품점,애드에이치큐,서울특별시 강남구 언주로 333 ,5.39,89.2
하루식품,서울특별시 중구 충무로1가 52-5,소매,음/식료품소매,식료품점,맥브레인즈,서울특별시 강남구 언주로 551 ,5.39,89.2
하루식품,서울특별시 중구 충무로1가 52-5,소매,음/식료품소매,식료품점,더트러스티스,서울특별시 강남구 압구정로4길 7 ,5.398,89.2
하루식품,서울특별시 중구 충무로1가 52-5,소매,음/식료품소매,식료품점,더리얼마케팅,서울특별시 강남구 압구정로10길 13 ,5.464,89.1
하루식품,서울특별시 중구 충무로1가 52-5,소매,음/식료품소매,식료품점,미소다컴,서울특별시 강남구 압구정로28길 9-2 ,5.555,88.9
하루식품,서울특별시 중구 충무로1가 52-5,소매,음/식료품소매,식료품점,코인사이드,서울특별시 강남구 강남대로162길 27-16,5.557,88.9
하루식품,서울특별시 중구 충무로1가 52-5,소매,음/식료품소매,식료품점,한양기획,서울특별시 강남구 강남대로160길 16,5.653,88.7
하루식품,서울특별시 중구 충무로1가 52-5,소매,음/식료품소매,식료품점,오케이애드컴,서울특별시 강남구 논현로163길 10 ,5.639,88.7
시드니,서울특별시 양천구 신정동 117-36,음식,유흥주점,룸살롱/단란주점,비플러스,서울특별시 강남구 강남대로156길 12,14.864,70.3
시드니,서울특별시 양천구 신정동 117-36,음식,유흥주점,룸살롱/단란주점,한양기획,서울특별시 강남구 강남대로160길 16,14.864,70.3
시드니,서울특별시 양천구 신정동 117-36,음식,유흥주점,룸살롱/단란주점,더트러스티스,서울특별시 강남구 압구정로4길 7 ,14.867,70.3
시드니,서울특별시 양천구 신정동 117-36,음식,유흥주점,룸살롱/단란주점,클리프커뮤니케이션,서울특별시 강남구 강남대로 578 ,14.915,70.2
시드니,서울특별시 양천구 신정동 117-36,음식,유흥주점,룸살롱/단란주점,어썸메이크,서울특별시 강남구 강남대로146길 7 ,14.907,70.2
시드니,서울특별시 양천구 신정동 117-36,음식,유흥주점,룸살롱/단란주점,브랜드테이크아웃,서울특별시 강남구 강남대로152길 14,14.904,70.2
시드니,서울특별시 양천구 신정동 117-36,음식,유흥주점,룸살롱/단란주점,애드크루즈,서울특별시 강남구 강남대로158길 19 ,14.882,70.2
시드니,서울특별시 양천구 신정동 117-36,음식,유흥주점,룸살롱/단란주점,식회사 큐아이그룹,서울특별시 강남구 강남대로156길 14,14.879,70.2
시드니,서울특별시 양천구 신정동 117-36,음식,유흥주점,룸살롱/단란주점,케이이씨씨,서울특별시 강남구 강남대로 560 ,14.963,70.1
시드니,서울특별시 양천구 신정동 117-36,음식,유흥주점,룸살롱/단란주점,애드노바,서울특별시 강남구 강남대로136길 6,14.956,70.1
신창농산구내식당,서울특별시 송파구 가락동 600,음식,기타음식업,구내식당/자급식음식점,한아람마케팅,서울특별시 강남구 광평로 295 ,1.462,97.1
신창농산구내식당,서울특별시 송파구 가락동 600,음식,기타음식업,구내식당/자급식음식점,애드크로스,서울특별시 강남구 광평로 280 ,1.636,96.7
신창농산구내식당,서울특별시 송파구 가락동 600,음식,기타음식업,구내식당/자급식음식점,미루애드,서울특별시 강남구 자곡로 191 ,2.695,94.6
신창농산구내식당,서울특별시 송파구 가락동 600,음식,기타음식업,구내식당/자급식음식점,광륭,서울특별시 강남구 자곡로 174-10,2.965,94.1
신창농산구내식당,서울특별시 송파구 가락동 600,음식,기타음식업,구내식당/자급식음식점,리드앰,서울특별시 강남구 영동대로 302,4.486,91.0
신창농산구내식당,서울특별시 송파구 가락동 600,음식,기타음식업,구내식당/자급식음식점,동국헬스케어홀딩스,서울특별시 강남구 테헤란로108길 7,4.674,90.7
신창농산구내식당,서울특별시 송파구 가락동 600,음식,기타음식업,구내식당/자급식음식점,하이퍼포먼스마케팅,서울특별시 강남구 역삼로 555,4.866,90.3
신창농산구내식당,서울특별시 송파구 가락동 600,음식,기타음식업,구내식당/자급식음식점,그레이고,서울특별시 강남구 테헤란로103길 17 ,4.986,90.0
신창농산구내식당,서울특별시 송파구 가락동 600,음식,기타음식업,구내식당/자급식음식점,휘닉스커뮤니케이션즈,서울특별시 강남구 테헤란로 534,4.991,90.0
신창농산구내식당,서울특별시 송파구 가락동 600,음식,기타음식업,구내식당/자급식음식점,블랙팀,서울특별시 강남구 테헤란로 503  ,5.044,89.9
도쿄다이야키,서울특별시 강남구 대치동 937,음식,제과제빵떡케익,제과점,리드앰,서울특별시 강남구 영동대로 302,0.361,99.3
도쿄다이야키,서울특별시 강남구 대치동 937,음식,제과제빵떡케익,제과점,하이퍼포먼스마케팅,서울특별시 강남구 역삼로 555,0.715,98.6
도쿄다이야키,서울특별시 강남구 대치동 937,음식,제과제빵떡케익,제과점,씨오엠파트너스,서울특별시 강남구 역삼로 227,0.81,98.4
도쿄다이야키,서울특별시 강남구 대치동 937,음식,제과제빵떡케익,제과점,스프링비트컴,서울특별시 강남구 역삼로 228 ,0.81,98.4
도쿄다이야키,서울특별시 강남구 대치동 937,음식,제과제빵떡케익,제과점,프로븐,서울특별시 강남구 역삼로 558,0.81,98.4
도쿄다이야키,서울특별시 강남구 대치동 937,음식,제과제빵떡케익,제과점,미디어마인드,서울특별시 강남구 도곡로 419 ,0.833,98.3
도쿄다이야키,서울특별시 강남구 대치동 937,음식,제과제빵떡케익,제과점,크림앤컴,서울특별시 강남구 삼성로 417 ,0.95,98.1
도쿄다이야키,서울특별시 강남구 대치동 937,음식,제과제빵떡케익,제과점,동국헬스케어홀딩스,서울특별시 강남구 테헤란로108길 7,1.021,98.0
도쿄다이야키,서울특별시 강남구 대치동 937,음식,제과제빵떡케익,제과점,식회사 제휴합시다,서울특별시 강남구 테헤란로84길 17 ,1.001,98.0
도쿄다이야키,서울특별시 강남구 대치동 937,음식,제과제빵떡케익,제과점,식회사 더퀘스천,서울특별시 강남구 테헤란로86길 12 ,1.039,97.9
선일이비즈니스고등학교,서울특별시 은평구 갈현동 240-1,학문/교육,학교,고등학교,이니셔티브,서울특별시 강남구 언주로 727  ,14.484,71.0
선일이비즈니스고등학교,서울특별시 은평구 갈현동 240-1,학문/교육,학교,고등학교,포트폴리오,서울특별시 강남구 언주로 727 ,14.484,71.0
선일이비즈니스고등학교,서울특별시 은평구 갈현동 240-1,학문/교육,학교,고등학교,애드에이치큐,서울특별시 강남구 언주로 333 ,14.484,71.0
선일이비즈니스고등학교,서울특별시 은평구 갈현동 240-1,학문/교육,학교,고등학교,맥브레인즈,서울특별시 강남구 언주로 551 ,14.484,71.0
선일이비즈니스고등학교,서울특별시 은평구 갈현동 240-1,학문/교육,학교,고등학교,더트러스티스,서울특별시 강남구 압구정로4길 7 ,14.569,70.9
선일이비즈니스고등학교,서울특별시 은평구 갈현동 240-1,학문/교육,학교,고등학교,더리얼마케팅,서울특별시 강남구 압구정로10길 13 ,14.645,70.7
선일이비즈니스고등학교,서울특별시 은평구 갈현동 240-1,학문/교육,학교,고등학교,미소다컴,서울특별시 강남구 압구정로28길 9-2 ,14.747,70.5
선일이비즈니스고등학교,서울특별시 은평구 갈현동 240-1,학문/교육,학교,고등학교,코인사이드,서울특별시 강남구 강남대로162길 27-16,14.729,70.5
선일이비즈니스고등학교,서울특별시 은평구 갈현동 240-1,학문/교육,학교,고등학교,한양기획,서울특별시 강남구 강남대로160길 16,14.808,70.4
선일이비즈니스고등학교,서울특별시 은평구 갈현동 240-1,학문/교육,학교,고등학교,오케이애드컴,서울특별시 강남구 논현로163길 10 ,14.832,70.3
GS25대치학원점,서울특별시 강남구 대치동 988-17,소매,종합소매점,편의점,리드앰,서울특별시 강남구 영동대로 302,0.361,99.3
GS25대치학원점,서울특별시 강남구 대치동 988-17,소매,종합소매점,편의점,하이퍼포먼스마케팅,서울특별시 강남구 역삼로 555,0.715,98.6
GS25대치학원점,서울특별시 강남구 대치동 988-17,소매,종합소매점,편의점,씨오엠파트너스,서울특별시 강남구 역삼로 227,0.81,98.4
GS25대치학원점,서울특별시 강남구 대치동 988-17,소매,종합소매점,편의점,스프링비트컴,서울특별시 강남구 역삼로 228 ,0.81,98.4
GS25대치학원점,서울특별시 강남구 대치동 988-17,소매,종합소매점,편의점,프로븐,서울특별시 강남구 역삼로 558,0.81,98.4
GS25대치학원점,서울특별시 강남구 대치동 988-17,소매,종합소매점,편의점,미디어마인드,서울특별시 강남구 도곡로 419 ,0.833,98.3
GS25대치학원점,서울특별시 강남구 대치동 988-17,소매,종합소매점,편의점,크림앤컴,서울특별시 강남구 삼성로 417 ,0.95,98.1
GS25대치학원점,서울특별시 강남구 대치동 988-17,소매,종합소매점,편의점,동국헬스케어홀딩스,서울특별시 강남구 테헤란로108길 7,1.021,98.0
GS25대치학원점,서울특별시 강남구 대치동 988-17,소매,종합소매점,편의점,식회사 제휴합시다,서울특별시 강남구 테헤란로84길 17 ,1.001,98.0
GS25대치학원점,서울특별시 강남구 대치동 988-17,소매,종합소매점,편의점,식회사 더퀘스천,서울특별시 강남구 테헤란로86길 12 ,1.039,97.9
GS25,서울특별시 강남구 신사동 659-9,소매,종합소매점,편의점,케이아트만,서울 강남구 신사동  542-4,0.0,100.0
GS25,서울특별시 강남구 신사동 659-9,소매,종합소매점,편의점,그레이월드와이드코리아,서울 강남구 신사동 600-1 ,0.0,100.0
GS25,서울특별시 강남구 신사동 659-9,소매,종합소매점,편의점,모티브플러스,서울 강남구 신사동  588,0.0,100.0
GS25,서울특별시 강남구 신사동 659-9,소매,종합소매점,편의점,어썸커뮤니케이션즈,서울 강남구 신사동 535-25,0.0,100.0
GS25,서울특별시 강남구 신사동 659-9,소매,종합소매점,편의점,크리진엔터테인먼트,서울 강남구 신사동 532-1 ,0.0,100.0
GS25,서울특별시 강남구 신사동 659-9,소매,종합소매점,편의점,미디아베이직,서울특별시 강남구 도산대로27길 26 ,0.106,99.8
GS25,서울특별시 강남구 신사동 659-9,소매,종합소매점,편의점,라온크리에이티브,서울특별시 강남구 논현로155길 9 ,0.076,99.8
GS25,서울특별시 강남구 신사동 659-9,소매,종합소매점,편의점,엔씨씨애드,서울특별시 강남구 도산대로25길 3-6 ,0.134,99.7
GS25,서울특별시 강남구 신사동 659-9,소매,종합소매점,편의점,컴퍼니,서울특별시 강남구 압구정로30길 73 ,0.128,99.7
GS25,서울특별시 강남구 신사동 659-9,소매,종합소매점,편의점,오케이애드컴,서울특별시 강남구 논현로163길 10 ,0.214,99.6
우리에프엔지,서울특별시 구로구 구로동 188-26,제조,식품가공/제조,종합식품제조,클리프커뮤니케이션,서울특별시 강남구 강남대로 578 ,12.224,75.6
우리에프엔지,서울특별시 구로구 구로동 188-26,제조,식품가공/제조,종합식품제조,케이이씨씨,서울특별시 강남구 강남대로 560 ,12.242,75.5
우리에프엔지,서울특별시 구로구 구로동 188-26,제조,식품가공/제조,종합식품제조,애드노바,서울특별시 강남구 강남대로136길 6,12.256,75.5
우리에프엔지,서울특별시 구로구 구로동 188-26,제조,식품가공/제조,종합식품제조,레드커뮤니케이션,서울특별시 강남구 강남대로132길 4,12.27,75.5
우리에프엔지,서울특별시 구로구 구로동 188-26,제조,식품가공/제조,종합식품제조,어썸메이크,서울특별시 강남구 강남대로146길 7 ,12.265,75.5
우리에프엔지,서울특별시 구로구 구로동 188-26,제조,식품가공/제조,종합식품제조,비플러스,서울특별시 강남구 강남대로156길 12,12.276,75.4
우리에프엔지,서울특별시 구로구 구로동 188-26,제조,식품가공/제조,종합식품제조,한양기획,서울특별시 강남구 강남대로160길 16,12.306,75.4
우리에프엔지,서울특별시 구로구 구로동 188-26,제조,식품가공/제조,종합식품제조,지구미디어,서울특별시 강남구 학동로1길 19  (논현동),12.286,75.4
우리에프엔지,서울특별시 구로구 구로동 188-26,제조,식품가공/제조,종합식품제조,하루애드,서울특별시 강남구 강남대로136길 11,12.3,75.4
우리에프엔지,서울특별시 구로구 구로동 188-26,제조,식품가공/제조,종합식품제조,브랜드테이크아웃,서울특별시 강남구 강남대로152길 14,12.297,75.4
NC백화점,서울특별시 서초구 잠원동 70-2,소매,종합소매점,백화점,비플러스,서울특별시 강남구 강남대로156길 12,0.693,98.6
NC백화점,서울특별시 서초구 잠원동 70-2,소매,종합소매점,백화점,한양기획,서울특별시 강남구 강남대로160길 16,0.701,98.6
NC백화점,서울특별시 서초구 잠원동 70-2,소매,종합소매점,백화점,애드크루즈,서울특별시 강남구 강남대로158길 19 ,0.717,98.6
NC백화점,서울특별시 서초구 잠원동 70-2,소매,종합소매점,백화점,식회사 큐아이그룹,서울특별시 강남구 강남대로156길 14,0.708,98.6
NC백화점,서울특별시 서초구 잠원동 70-2,소매,종합소매점,백화점,투앤파트너스,서울특별시 강남구 강남대로156길 24 ,0.767,98.5
NC백화점,서울특별시 서초구 잠원동 70-2,소매,종합소매점,백화점,브랜드테이크아웃,서울특별시 강남구 강남대로152길 14,0.744,98.5
NC백화점,서울특별시 서초구 잠원동 70-2,소매,종합소매점,백화점,초코렛커뮤니케이션,서울특별시 강남구 강남대로154길 24 ,0.771,98.5
NC백화점,서울특별시 서초구 잠원동 70-2,소매,종합소매점,백화점,어썸메이크,서울특별시 강남구 강남대로146길 7 ,0.793,98.4
NC백화점,서울특별시 서초구 잠원동 70-2,소매,종합소매점,백화점,아이스크리에이티브,서울특별시 강남구 압구정로2길 58 ,0.781,98.4
NC백화점,서울특별시 서초구 잠원동 70-2,소매,종합소매점,백화점,레카컨텐츠그룹,서울특별시 강남구 압구정로2길 60 ,0.789,98.4
동화푸드,서울특별시 중구 소공동 1,제조,식품가공/제조,종합식품제조,이니셔티브,서울특별시 강남구 언주로 727  ,6.118,87.8
동화푸드,서울특별시 중구 소공동 1,제조,식품가공/제조,종합식품제조,포트폴리오,서울특별시 강남구 언주로 727 ,6.118,87.8
동화푸드,서울특별시 중구 소공동 1,제조,식품가공/제조,종합식품제조,애드에이치큐,서울특별시 강남구 언주로 333 ,6.118,87.8
동화푸드,서울특별시 중구 소공동 1,제조,식품가공/제조,종합식품제조,맥브레인즈,서울특별시 강남구 언주로 551 ,6.118,87.8
동화푸드,서울특별시 중구 소공동 1,제조,식품가공/제조,종합식품제조,더트러스티스,서울특별시 강남구 압구정로4길 7 ,6.13,87.7
동화푸드,서울특별시 중구 소공동 1,제조,식품가공/제조,종합식품제조,더리얼마케팅,서울특별시 강남구 압구정로10길 13 ,6.199,87.6
동화푸드,서울특별시 중구 소공동 1,제조,식품가공/제조,종합식품제조,미소다컴,서울특별시 강남구 압구정로28길 9-2 ,6.295,87.4
동화푸드,서울특별시 중구 소공동 1,제조,식품가공/제조,종합식품제조,코인사이드,서울특별시 강남구 강남대로162길 27-16,6.29,87.4
동화푸드,서울특별시 중구 소공동 1,제조,식품가공/제조,종합식품제조,한양기획,서울특별시 강남구 강남대로160길 16,6.381,87.2
동화푸드,서울특별시 중구 소공동 1,제조,식품가공/제조,종합식품제조,오케이애드컴,서울특별시 강남구 논현로163길 10 ,6.378,87.2
한비건강식품,서울특별시 관악구 신림동 607-73,소매,건강/미용식품,건강식품판매,케이이씨씨,서울특별시 강남구 강남대로 560 ,8.664,82.7
한비건강식품,서울특별시 관악구 신림동 607-73,소매,건강/미용식품,건강식품판매,클리프커뮤니케이션,서울특별시 강남구 강남대로 578 ,8.67,82.7
한비건강식품,서울특별시 관악구 신림동 607-73,소매,건강/미용식품,건강식품판매,애드노바,서울특별시 강남구 강남대로136길 6,8.694,82.6
한비건강식품,서울특별시 관악구 신림동 607-73,소매,건강/미용식품,건강식품판매,레드커뮤니케이션,서울특별시 강남구 강남대로132길 4,8.694,82.6
한비건강식품,서울특별시 관악구 신림동 607-73,소매,건강/미용식품,건강식품판매,지구미디어,서울특별시 강남구 학동로1길 19  (논현동),8.719,82.6
한비건강식품,서울특별시 관악구 신림동 607-73,소매,건강/미용식품,건강식품판매,에딧,서울특별시 강남구 학동로3길 9 ,8.771,82.5
한비건강식품,서울특별시 관악구 신림동 607-73,소매,건강/미용식품,건강식품판매,웨스트커뮤니케이션즈,"서울특별시 강남구 학동로2길 19  (논현동,세일빌딩)",8.752,82.5
한비건강식품,서울특별시 관악구 신림동 607-73,소매,건강/미용식품,건강식품판매,비아이지아이식회사,서울특별시 강남구 학동로3길 8 ,8.771,82.5
한비건강식품,서울특별시 관악구 신림동 607-73,소매,건강/미용식품,건강식품판매,하루애드,서울특별시 강남구 강남대로136길 11,8.738,82.5
한비건강식품,서울특별시 관악구 신림동 607-73,소매,건강/미용식품,건강식품판매,어썸메이크,서울특별시 강남구 강남대로146길 7 ,8.748,82.5
강원전통식품,서울특별시 서초구 양재동 232,소매,음/식료품소매,식료품점,스푼식회사,서울특별시 강남구 논현로 706 ,1.247,97.5
강원전통식품,서울특별시 서초구 양재동 232,소매,음/식료품소매,식료품점,메디커뮤니케이션,서울특별시 강남구 논현로 318,1.247,97.5
강원전통식품,서울특별시 서초구 양재동 232,소매,음/식료품소매,식료품점,더메이커스,서울특별시 강남구 논현로 714 ,1.247,97.5
강원전통식품,서울특별시 서초구 양재동 232,소매,음/식료품소매,식료품점,인투크리에이티브그룹,서울특별시 강남구 논현로 715,1.247,97.5
강원전통식품,서울특별시 서초구 양재동 232,소매,음/식료품소매,식료품점,일레븐,서울특별시 강남구 논현로 622 ,1.247,97.5
강원전통식품,서울특별시 서초구 양재동 232,소매,음/식료품소매,식료품점,스파이럴미디어,서울특별시 강남구 논현로 518 ,1.247,97.5
강원전통식품,서울특별시 서초구 양재동 232,소매,음/식료품소매,식료품점,크리에이티브마켓,서울특별시 강남구 논현로 733 ,1.362,97.3
강원전통식품,서울특별시 서초구 양재동 232,소매,음/식료품소매,식료품점,큐브릭코퍼레이션,서울특별시 강남구 남부순환로 2621,1.875,96.2
강원전통식품,서울특별시 서초구 양재동 232,소매,음/식료품소매,식료품점,투와이드컴퍼니,서울특별시 강남구 남부순환로351길 19 ,2.022,96.0
강원전통식품,서울특별시 서초구 양재동 232,소매,음/식료품소매,식료품점,엔투라지글로벌,서울특별시 강남구 논현로38길 32 ,2.019,96.0
풋젠,서울특별시 강동구 성내동 169-6,소매,가방/신발/액세서리,신발소매,한아람마케팅,서울특별시 강남구 광평로 295 ,5.072,89.9
풋젠,서울특별시 강동구 성내동 169-6,소매,가방/신발/액세서리,신발소매,애드크로스,서울특별시 강남구 광평로 280 ,5.246,89.5
풋젠,서울특별시 강동구 성내동 169-6,소매,가방/신발/액세서리,신발소매,동국헬스케어홀딩스,서울특별시 강남구 테헤란로108길 7,6.019,88.0
풋젠,서울특별시 강동구 성내동 169-6,소매,가방/신발/액세서리,신발소매,그레이고,서울특별시 강남구 테헤란로103길 17 ,6.144,87.7
풋젠,서울특별시 강동구 성내동 169-6,소매,가방/신발/액세서리,신발소매,디케이이앤엠,서울특별시 강남구 영동대로122길 15,6.199,87.6
풋젠,서울특별시 강동구 성내동 169-6,소매,가방/신발/액세서리,신발소매,시너지플랜트,서울특별시 강남구 영동대로 602 ,6.266,87.5
풋젠,서울특별시 강동구 성내동 169-6,소매,가방/신발/액세서리,신발소매,식회사 미디어블커뮤니케이션,서울특별시 강남구 영동대로 602,6.266,87.5
풋젠,서울특별시 강동구 성내동 169-6,소매,가방/신발/액세서리,신발소매,블랙팀,서울특별시 강남구 테헤란로 503  ,6.315,87.4
풋젠,서울특별시 강동구 성내동 169-6,소매,가방/신발/액세서리,신발소매,휘닉스커뮤니케이션즈,서울특별시 강남구 테헤란로 534,6.318,87.4
풋젠,서울특별시 강동구 성내동 169-6,소매,가방/신발/액세서리,신발소매,리드앰,서울특별시 강남구 영동대로 302,6.279,87.4
